user_id,signup_date,country,gender,age,subscription_tier,subscription_price
2480,2023-03-26T00:00:00.000000,Austria,Non-Binary,46,Basic,2.99
2481,2023-11-04T00:00:00.000000,Germany,Female,32,Basic,2.99
2482,2023-01-17T00:00:00.000000,Netherlands,Male,34,Basic,2.99
2483,2023-02-16T00:00:00.000000,France,Female,23,Basic,2.99
2484,2023-10-28T00:00:00.000000,Germany,Male,34,Free,0.0
2485,2023-04-23T00:00:00.000000,Netherlands,Female,28,Free,0.0
2486,2023-02-01T00:00:00.000000,Netherlands,Male,29,Free,0.0
2487,2023-07-10T00:00:00.000000,France,Female,45,Free,0.0
2488,2023-11-03T00:00:00.000000,Germany,Female,30,Free,0.0
2489,2023-02-12T00:00:00.000000,Germany,Female,27,Free,0.0
2490,2023-08-20T00:00:00.000000,Spain,Male,44,Free,0.0
2491,2023-11-10T00:00:00.000000,Austria,Female,43,Premium,5.99
2492,2023-10-18T00:00:00.000000,Austria,Male,21,Free,0.0
2493,2023-02-16T00:00:00.000000,Austria,Male,32,Basic,2.99
2494,2023-07-11T00:00:00.000000,France,Female,43,Free,0.0
2495,2023-02-19T00:00:00.000000,France,Male,34,Premium,5.99
2496,2023-12-19T00:00:00.000000,Spain,Female,34,Free,0.0
2497,2023-11-09T00:00:00.000000,Austria,Male,48,Free,0.0
2498,2023-02-17T00:00:00.000000,Netherlands,Female,27,Free,0.0
2499,2023-11-18T00:00:00.000000,Netherlands,Male,32,Free,0.0
2500,2023-11-10T00:00:00.000000,Spain,Male,22,Premium,5.99
2501,2023-08-21T00:00:00.000000,Germany,Female,41,Free,0.0
2502,2023-11-26T00:00:00.000000,Netherlands,Female,26,Basic,2.99
2503,2023-07-12T00:00:00.000000,Netherlands,Female,33,Premium,5.99
2504,2023-09-20T00:00:00.000000,France,Male,37,Free,0.0
2505,2023-12-01T00:00:00.000000,Spain,Male,28,Free,0.0
2506,2023-05-31T00:00:00.000000,Spain,Male,55,Free,0.0
2507,2023-10-07T00:00:00.000000,Germany,Female,38,Free,0.0
2508,2023-05-12T00:00:00.000000,France,Female,24,Free,0.0
2509,2023-10-19T00:00:00.000000,Netherlands,Male,25,Free,0.0
2510,2023-05-25T00:00:00.000000,France,Male,29,Basic,2.99
2511,2023-04-15T00:00:00.000000,Spain,Male,32,Free,0.0
2512,2023-07-06T00:00:00.000000,France,Female,53,Premium,5.99
2513,2023-08-23T00:00:00.000000,Germany,Male,25,Basic,2.99
2514,2023-12-28T00:00:00.000000,Spain,Male,25,Basic,2.99
2515,2023-08-30T00:00:00.000000,Germany,Male,37,Free,0.0
2516,2023-06-23T00:00:00.000000,Spain,Female,36,Basic,2.99
2517,2023-08-09T00:00:00.000000,Netherlands,Male,19,Free,0.0
2518,2023-07-13T00:00:00.000000,Spain,Male,23,Free,0.0
2519,2023-10-13T00:00:00.000000,France,Male,39,Free,0.0
2520,2023-06-02T00:00:00.000000,Spain,Male,40,Premium,5.99
2521,2023-11-30T00:00:00.000000,Netherlands,Male,36,Free,0.0
2522,2023-07-22T00:00:00.000000,Austria,Female,20,Free,0.0
2523,2023-10-02T00:00:00.000000,Spain,Male,36,Free,0.0
2524,2023-12-10T00:00:00.000000,Germany,Female,48,Free,0.0
2525,2023-07-08T00:00:00.000000,Germany,Male,53,Free,0.0
2526,2023-01-31T00:00:00.000000,Austria,Female,25,Basic,2.99
2527,2023-11-07T00:00:00.000000,Netherlands,Male,48,Basic,2.99
2528,2023-06-08T00:00:00.000000,France,Male,36,Free,0.0
2529,2023-01-23T00:00:00.000000,Spain,Female,38,Free,0.0
2530,2023-08-22T00:00:00.000000,Spain,Female,50,Basic,2.99
2531,2023-09-20T00:00:00.000000,Austria,Male,32,Free,0.0
2532,2023-02-15T00:00:00.000000,Netherlands,Female,33,Free,0.0
2533,2023-02-20T00:00:00.000000,France,Male,34,Free,0.0
2534,2023-07-19T00:00:00.000000,Austria,Female,30,Free,0.0
2535,2023-05-08T00:00:00.000000,Netherlands,Male,25,Free,0.0
2536,2023-01-07T00:00:00.000000,France,Female,31,Basic,2.99
2537,2023-03-11T00:00:00.000000,Spain,Male,28,Basic,2.99
2538,2023-01-19T00:00:00.000000,Austria,Female,31,Basic,2.99
2539,2023-10-15T00:00:00.000000,Germany,Non-Binary,25,Free,0.0
2540,2023-01-31T00:00:00.000000,Netherlands,Male,43,Free,0.0
2541,2023-12-05T00:00:00.000000,France,Female,39,Free,0.0
2542,2023-08-03T00:00:00.000000,Spain,Female,37,Free,0.0
2543,2023-10-18T00:00:00.000000,Germany,Female,51,Free,0.0
2544,2023-08-16T00:00:00.000000,Netherlands,Male,63,Free,0.0
2545,2023-05-06T00:00:00.000000,Austria,Male,30,Free,0.0
2546,2023-07-20T00:00:00.000000,Austria,Male,29,Premium,5.99
2547,2023-02-18T00:00:00.000000,France,Female,25,Free,0.0
2548,2023-03-08T00:00:00.000000,Netherlands,Female,36,Basic,2.99
2549,2023-08-05T00:00:00.000000,Austria,Female,28,Basic,2.99
2550,2023-08-16T00:00:00.000000,Germany,Male,34,Free,0.0
2551,2023-04-09T00:00:00.000000,France,Female,58,Basic,2.99
2552,2023-04-13T00:00:00.000000,France,Male,57,Free,0.0
2553,2023-12-13T00:00:00.000000,Spain,Male,36,Basic,2.99
2554,2023-09-02T00:00:00.000000,Netherlands,Male,38,Free,0.0
2555,2023-07-28T00:00:00.000000,Austria,Male,39,Free,0.0
2556,2023-11-27T00:00:00.000000,Austria,Male,26,Premium,5.99
2557,2023-03-10T00:00:00.000000,France,Female,35,Free,0.0
2558,2023-11-26T00:00:00.000000,France,Male,27,Premium,5.99
2559,2023-10-07T00:00:00.000000,Spain,Female,27,Free,0.0
2560,2023-07-04T00:00:00.000000,Netherlands,Male,33,Free,0.0
2561,2023-01-09T00:00:00.000000,Netherlands,Female,46,Free,0.0
2562,2023-05-10T00:00:00.000000,Spain,Male,19,Basic,2.99
2563,2023-06-04T00:00:00.000000,Spain,Female,57,Free,0.0
2564,2023-10-03T00:00:00.000000,Spain,Female,52,Basic,2.99
2565,2023-09-08T00:00:00.000000,Germany,Female,39,Free,0.0
2566,2023-02-02T00:00:00.000000,France,Male,27,Free,0.0
2567,2023-03-31T00:00:00.000000,Spain,Male,28,Free,0.0
2568,2023-09-30T00:00:00.000000,Spain,Male,37,Basic,2.99
2569,2023-01-04T00:00:00.000000,Spain,Female,28,Free,0.0
2570,2023-06-28T00:00:00.000000,Netherlands,Female,34,Basic,2.99
2571,2023-02-26T00:00:00.000000,Netherlands,Male,21,Free,0.0
2572,2023-06-12T00:00:00.000000,France,Male,26,Free,0.0
2573,2023-06-01T00:00:00.000000,Germany,Female,27,Free,0.0
2574,2023-05-10T00:00:00.000000,France,Female,41,Free,0.0
2575,2023-07-14T00:00:00.000000,France,Female,30,Basic,2.99
2576,2023-01-21T00:00:00.000000,Spain,Male,21,Free,0.0
2577,2023-03-23T00:00:00.000000,Netherlands,Male,31,Free,0.0
2578,2023-11-21T00:00:00.000000,Netherlands,Male,50,Basic,2.99
2579,2023-04-20T00:00:00.000000,Austria,Male,29,Free,0.0
2580,2023-05-19T00:00:00.000000,Austria,Male,35,Free,0.0
2581,2023-04-17T00:00:00.000000,Spain,Male,25,Free,0.0
2582,2023-03-31T00:00:00.000000,Austria,Male,33,Free,0.0
2583,2023-08-13T00:00:00.000000,Germany,Male,27,Premium,5.99
2584,2023-12-30T00:00:00.000000,France,Female,21,Free,0.0
2585,2023-07-08T00:00:00.000000,France,Female,23,Premium,5.99
2586,2023-02-07T00:00:00.000000,Spain,Male,48,Basic,2.99
2587,2023-10-05T00:00:00.000000,Netherlands,Female,38,Free,0.0
2588,2023-11-21T00:00:00.000000,Austria,Male,21,Free,0.0
2589,2023-05-26T00:00:00.000000,Spain,Male,22,Basic,2.99
2590,2023-08-20T00:00:00.000000,Austria,Female,30,Free,0.0
2591,2023-11-01T00:00:00.000000,Austria,Male,46,Basic,2.99
2592,2023-04-02T00:00:00.000000,France,Female,31,Free,0.0
2593,2023-06-25T00:00:00.000000,Austria,Female,36,Basic,2.99
2594,2023-05-28T00:00:00.000000,Spain,Female,27,Basic,2.99
2595,2023-04-13T00:00:00.000000,Spain,Male,25,Basic,2.99
2596,2023-09-04T00:00:00.000000,France,Male,37,Free,0.0
2597,2023-11-17T00:00:00.000000,Spain,Male,27,Basic,2.99
2598,2023-04-25T00:00:00.000000,Netherlands,Male,23,Premium,5.99
2599,2023-03-26T00:00:00.000000,France,Male,26,Premium,5.99
2600,2023-04-18T00:00:00.000000,Spain,Female,28,Free,0.0
2601,2023-04-20T00:00:00.000000,Austria,Female,42,Free,0.0
2602,2023-08-09T00:00:00.000000,Spain,Male,30,Basic,2.99
2603,2023-12-20T00:00:00.000000,Austria,Male,39,Free,0.0
2604,2023-02-05T00:00:00.000000,Netherlands,Female,20,Premium,5.99
2605,2023-05-14T00:00:00.000000,Spain,Female,26,Basic,2.99
2606,2023-01-08T00:00:00.000000,Germany,Female,28,Free,0.0
2607,2023-04-26T00:00:00.000000,Germany,Male,29,Free,0.0
2608,2023-07-02T00:00:00.000000,Germany,Male,35,Free,0.0
2609,2023-10-11T00:00:00.000000,Germany,Male,52,Free,0.0
2610,2023-10-19T00:00:00.000000,Spain,Male,31,Premium,5.99
2611,2023-10-09T00:00:00.000000,France,Male,39,Basic,2.99
2612,2023-02-27T00:00:00.000000,Austria,Male,50,Basic,2.99
2613,2023-07-20T00:00:00.000000,Spain,Male,40,Basic,2.99
2614,2023-08-13T00:00:00.000000,Spain,Male,46,Free,0.0
2615,2023-08-15T00:00:00.000000,Germany,Male,39,Free,0.0
2616,2023-09-08T00:00:00.000000,France,Female,40,Free,0.0
2617,2023-04-18T00:00:00.000000,Austria,Male,37,Free,0.0
2618,2023-12-29T00:00:00.000000,Spain,Female,31,Free,0.0
2619,2023-11-09T00:00:00.000000,Germany,Female,28,Free,0.0
2620,2023-01-16T00:00:00.000000,Germany,Female,40,Free,0.0
2621,2023-01-22T00:00:00.000000,Netherlands,Male,25,Basic,2.99
2622,2023-04-26T00:00:00.000000,France,Male,31,Free,0.0
2623,2023-09-09T00:00:00.000000,Netherlands,Female,44,Premium,5.99
2624,2023-05-17T00:00:00.000000,Austria,Male,60,Free,0.0
2625,2023-08-06T00:00:00.000000,Austria,Female,42,Free,0.0
2626,2023-04-26T00:00:00.000000,Germany,Male,25,Free,0.0
2627,2023-09-30T00:00:00.000000,France,Male,23,Free,0.0
2628,2023-06-04T00:00:00.000000,France,Female,25,Free,0.0
2629,2023-12-01T00:00:00.000000,Netherlands,Male,26,Free,0.0
2630,2023-12-16T00:00:00.000000,Netherlands,Male,45,Free,0.0
2631,2023-09-23T00:00:00.000000,Austria,Male,56,Basic,2.99
2632,2023-11-28T00:00:00.000000,Germany,Male,24,Free,0.0
2633,2023-09-17T00:00:00.000000,Germany,Female,35,Basic,2.99
2634,2023-02-19T00:00:00.000000,France,Male,24,Free,0.0
2635,2023-09-10T00:00:00.000000,Netherlands,Male,60,Free,0.0
2636,2023-12-04T00:00:00.000000,Netherlands,Female,32,Free,0.0
2637,2023-05-03T00:00:00.000000,Netherlands,Male,30,Basic,2.99
2638,2023-01-11T00:00:00.000000,Netherlands,Female,29,Premium,5.99
2639,2023-06-11T00:00:00.000000,Germany,Non-Binary,30,Basic,2.99
2640,2023-04-09T00:00:00.000000,Germany,Female,22,Free,0.0
2641,2023-10-21T00:00:00.000000,Austria,Female,37,Basic,2.99
2642,2023-04-09T00:00:00.000000,Netherlands,Female,62,Free,0.0
2643,2023-12-06T00:00:00.000000,Germany,Male,38,Free,0.0
2644,2023-08-12T00:00:00.000000,Austria,Male,36,Free,0.0
2645,2023-11-29T00:00:00.000000,Germany,Male,50,Premium,5.99
2646,2023-09-14T00:00:00.000000,Spain,Female,26,Basic,2.99
2647,2023-09-03T00:00:00.000000,Austria,Male,53,Free,0.0
2648,2023-03-08T00:00:00.000000,France,Male,46,Basic,2.99
2649,2023-09-28T00:00:00.000000,France,Female,44,Free,0.0
2650,2023-03-06T00:00:00.000000,Austria,Female,30,Free,0.0
2651,2023-06-27T00:00:00.000000,Austria,Female,25,Free,0.0
2652,2023-07-27T00:00:00.000000,Netherlands,Male,20,Basic,2.99
2653,2023-07-08T00:00:00.000000,Spain,Male,29,Free,0.0
2654,2023-08-25T00:00:00.000000,France,Female,42,Free,0.0
2655,2023-01-23T00:00:00.000000,France,Female,44,Basic,2.99
2656,2023-01-15T00:00:00.000000,Germany,Male,28,Free,0.0
2657,2023-06-19T00:00:00.000000,Germany,Male,45,Premium,5.99
2658,2023-05-18T00:00:00.000000,Germany,Male,39,Free,0.0
2659,2023-02-16T00:00:00.000000,Netherlands,Female,28,Basic,2.99
2660,2023-12-04T00:00:00.000000,Austria,Male,36,Basic,2.99
2661,2023-09-16T00:00:00.000000,Spain,Male,35,Free,0.0
2662,2023-01-07T00:00:00.000000,Netherlands,Female,33,Free,0.0
2663,2023-12-08T00:00:00.000000,France,Male,42,Free,0.0
2664,2023-04-16T00:00:00.000000,France,Male,46,Basic,2.99
2665,2023-07-30T00:00:00.000000,France,Male,41,Basic,2.99
2666,2023-02-01T00:00:00.000000,Germany,Male,25,Free,0.0
2667,2023-07-29T00:00:00.000000,Germany,Female,26,Free,0.0
2668,2023-11-24T00:00:00.000000,Spain,Male,37,Free,0.0
2669,2023-09-11T00:00:00.000000,Spain,Female,37,Free,0.0
2670,2023-05-24T00:00:00.000000,France,Male,36,Basic,2.99
2671,2023-04-26T00:00:00.000000,Netherlands,Female,32,Premium,5.99
2672,2023-06-09T00:00:00.000000,Austria,Male,34,Free,0.0
2673,2023-11-05T00:00:00.000000,Netherlands,Male,45,Premium,5.99
2674,2023-12-14T00:00:00.000000,Germany,Male,34,Free,0.0
2675,2023-08-24T00:00:00.000000,Netherlands,Female,22,Basic,2.99
2676,2023-02-19T00:00:00.000000,Spain,Male,33,Free,0.0
2677,2023-02-27T00:00:00.000000,Austria,Female,29,Free,0.0
2678,2023-01-02T00:00:00.000000,France,Male,21,Free,0.0
2679,2023-05-11T00:00:00.000000,France,Male,24,Free,0.0
2680,2023-02-17T00:00:00.000000,France,Male,44,Free,0.0
2681,2023-11-25T00:00:00.000000,Austria,Non-Binary,27,Free,0.0
2682,2023-03-02T00:00:00.000000,Austria,Female,33,Basic,2.99
2683,2023-10-13T00:00:00.000000,France,Female,36,Free,0.0
2684,2023-08-13T00:00:00.000000,Austria,Female,55,Free,0.0
2685,2023-05-06T00:00:00.000000,Germany,Male,30,Free,0.0
2686,2023-08-18T00:00:00.000000,Spain,Female,28,Free,0.0
2687,2023-09-03T00:00:00.000000,Germany,Male,40,Free,0.0
2688,2023-03-07T00:00:00.000000,Germany,Male,24,Free,0.0
2689,2023-05-25T00:00:00.000000,Spain,Male,26,Free,0.0
2690,2023-10-05T00:00:00.000000,Germany,Male,38,Free,0.0
2691,2023-06-21T00:00:00.000000,Spain,Female,37,Free,0.0
2692,2023-06-04T00:00:00.000000,Spain,Female,39,Premium,5.99
2693,2023-02-02T00:00:00.000000,France,Female,30,Free,0.0
2694,2023-06-21T00:00:00.000000,Spain,Male,29,Premium,5.99
2695,2023-03-24T00:00:00.000000,Spain,Male,22,Free,0.0
2696,2023-11-14T00:00:00.000000,Netherlands,Female,39,Free,0.0
2697,2023-06-09T00:00:00.000000,Germany,Female,57,Basic,2.99
2698,2023-10-10T00:00:00.000000,Spain,Female,42,Free,0.0
2699,2023-05-03T00:00:00.000000,Austria,Male,29,Free,0.0
2700,2023-10-24T00:00:00.000000,France,Male,33,Basic,2.99
2701,2023-01-10T00:00:00.000000,Spain,Male,28,Basic,2.99
2702,2023-12-26T00:00:00.000000,Austria,Female,41,Free,0.0
2703,2023-02-06T00:00:00.000000,Germany,Female,51,Free,0.0
2704,2023-06-28T00:00:00.000000,Germany,Male,46,Free,0.0
2705,2023-08-29T00:00:00.000000,France,Male,34,Free,0.0
2706,2023-12-29T00:00:00.000000,Netherlands,Male,47,Free,0.0
2707,2023-08-10T00:00:00.000000,France,Male,29,Free,0.0
2708,2023-08-22T00:00:00.000000,Netherlands,Male,29,Free,0.0
2709,2023-06-27T00:00:00.000000,Netherlands,Male,44,Basic,2.99
2710,2023-08-18T00:00:00.000000,Germany,Female,41,Basic,2.99
2711,2023-03-26T00:00:00.000000,Spain,Male,34,Free,0.0
2712,2023-11-18T00:00:00.000000,Spain,Female,37,Free,0.0
2713,2023-09-11T00:00:00.000000,France,Female,34,Basic,2.99
2714,2023-10-08T00:00:00.000000,Spain,Female,26,Free,0.0
2715,2023-12-20T00:00:00.000000,Germany,Female,34,Free,0.0
2716,2023-10-05T00:00:00.000000,Spain,Female,33,Free,0.0
2717,2023-08-16T00:00:00.000000,France,Male,22,Free,0.0
2718,2023-08-19T00:00:00.000000,Netherlands,Male,44,Free,0.0
2719,2023-01-14T00:00:00.000000,Spain,Male,30,Free,0.0
2720,2023-08-02T00:00:00.000000,Germany,Male,38,Free,0.0
2721,2023-03-21T00:00:00.000000,France,Female,29,Free,0.0
2722,2023-04-16T00:00:00.000000,Netherlands,Male,61,Premium,5.99
2723,2023-07-25T00:00:00.000000,Austria,Male,39,Basic,2.99
2724,2023-07-23T00:00:00.000000,France,Male,34,Premium,5.99
2725,2023-08-21T00:00:00.000000,Germany,Male,52,Basic,2.99
2726,2023-09-14T00:00:00.000000,Austria,Male,25,Premium,5.99
2727,2023-05-10T00:00:00.000000,Spain,Male,31,Free,0.0
2728,2023-05-30T00:00:00.000000,Spain,Female,34,Free,0.0
2729,2023-03-26T00:00:00.000000,Spain,Male,34,Free,0.0
2730,2023-10-19T00:00:00.000000,France,Male,38,Free,0.0
2731,2023-08-25T00:00:00.000000,Netherlands,Male,28,Premium,5.99
2732,2023-02-01T00:00:00.000000,Germany,Male,24,Free,0.0
2733,2023-04-05T00:00:00.000000,Spain,Male,44,Basic,2.99
2734,2023-01-06T00:00:00.000000,Germany,Male,38,Premium,5.99
2735,2023-04-21T00:00:00.000000,Netherlands,Male,27,Free,0.0
2736,2023-09-22T00:00:00.000000,Austria,Female,27,Free,0.0
2737,2023-06-13T00:00:00.000000,Austria,Female,21,Basic,2.99
2738,2023-01-05T00:00:00.000000,France,Female,38,Free,0.0
2739,2023-05-25T00:00:00.000000,Austria,Male,38,Free,0.0
2740,2023-11-20T00:00:00.000000,Spain,Female,29,Free,0.0
2741,2023-06-18T00:00:00.000000,Spain,Male,38,Free,0.0
2742,2023-11-20T00:00:00.000000,France,Female,22,Premium,5.99
2743,2023-03-10T00:00:00.000000,France,Male,25,Free,0.0
2744,2023-06-15T00:00:00.000000,Netherlands,Male,39,Free,0.0
2745,2023-12-24T00:00:00.000000,Netherlands,Female,43,Free,0.0
2746,2023-01-26T00:00:00.000000,Netherlands,Female,30,Basic,2.99
2747,2023-11-16T00:00:00.000000,Austria,Male,36,Free,0.0
2748,2023-06-13T00:00:00.000000,Spain,Male,27,Free,0.0
2749,2023-11-03T00:00:00.000000,Spain,Male,57,Basic,2.99
2750,2023-12-03T00:00:00.000000,France,Female,54,Free,0.0
2751,2023-05-31T00:00:00.000000,Germany,Female,32,Basic,2.99
2752,2023-01-18T00:00:00.000000,Netherlands,Male,29,Free,0.0
2753,2023-07-14T00:00:00.000000,Spain,Non-Binary,42,Free,0.0
2754,2023-12-22T00:00:00.000000,Germany,Male,32,Free,0.0
2755,2023-12-17T00:00:00.000000,Germany,Male,34,Free,0.0
2756,2023-03-11T00:00:00.000000,Germany,Female,29,Free,0.0
2757,2023-06-18T00:00:00.000000,Austria,Male,38,Free,0.0
2758,2023-07-02T00:00:00.000000,Spain,Male,29,Free,0.0
2759,2023-11-28T00:00:00.000000,Netherlands,Male,31,Basic,2.99
2760,2023-05-03T00:00:00.000000,France,Male,39,Free,0.0
2761,2023-04-20T00:00:00.000000,Germany,Female,20,Free,0.0
2762,2023-03-14T00:00:00.000000,Germany,Male,35,Basic,2.99
2763,2023-10-30T00:00:00.000000,Netherlands,Male,30,Premium,5.99
2764,2023-10-10T00:00:00.000000,Austria,Male,31,Free,0.0
2765,2023-06-15T00:00:00.000000,France,Female,23,Free,0.0
2766,2023-09-25T00:00:00.000000,Austria,Female,50,Basic,2.99
2767,2023-12-24T00:00:00.000000,France,Male,48,Free,0.0
2768,2023-01-20T00:00:00.000000,Spain,Male,22,Free,0.0
2769,2023-07-30T00:00:00.000000,Austria,Female,45,Free,0.0
2770,2023-09-03T00:00:00.000000,Netherlands,Male,24,Free,0.0
2771,2023-06-06T00:00:00.000000,Germany,Male,23,Free,0.0
2772,2023-10-15T00:00:00.000000,Austria,Male,27,Premium,5.99
2773,2023-08-15T00:00:00.000000,Spain,Female,28,Free,0.0
2774,2023-03-27T00:00:00.000000,Spain,Male,45,Free,0.0
2775,2023-02-11T00:00:00.000000,France,Female,45,Free,0.0
2776,2023-10-26T00:00:00.000000,Netherlands,Female,21,Basic,2.99
2777,2023-05-09T00:00:00.000000,Spain,Female,48,Free,0.0
2778,2023-05-12T00:00:00.000000,France,Female,53,Premium,5.99
2779,2023-05-21T00:00:00.000000,Austria,Male,24,Free,0.0
2780,2023-01-21T00:00:00.000000,France,Male,54,Basic,2.99
2781,2023-09-26T00:00:00.000000,Germany,Male,35,Basic,2.99
2782,2023-07-08T00:00:00.000000,Spain,Female,44,Free,0.0
2783,2023-10-30T00:00:00.000000,Netherlands,Male,23,Basic,2.99
2784,2023-06-03T00:00:00.000000,Austria,Female,31,Free,0.0
2785,2023-11-07T00:00:00.000000,France,Female,44,Free,0.0
2786,2023-07-03T00:00:00.000000,Austria,Male,34,Basic,2.99
2787,2023-03-12T00:00:00.000000,Austria,Female,30,Premium,5.99
2788,2023-04-17T00:00:00.000000,Spain,Male,21,Free,0.0
2789,2023-02-09T00:00:00.000000,Germany,Female,49,Premium,5.99
2790,2023-05-22T00:00:00.000000,Netherlands,Female,21,Basic,2.99
2791,2023-05-11T00:00:00.000000,France,Female,24,Free,0.0
2792,2023-09-06T00:00:00.000000,France,Female,34,Free,0.0
2793,2023-03-09T00:00:00.000000,France,Male,19,Free,0.0
2794,2023-09-13T00:00:00.000000,Germany,Female,31,Free,0.0
2795,2023-06-04T00:00:00.000000,Austria,Female,25,Free,0.0
2796,2023-05-20T00:00:00.000000,Spain,Female,30,Free,0.0
2797,2023-01-03T00:00:00.000000,Austria,Male,24,Free,0.0
2798,2023-07-07T00:00:00.000000,Austria,Female,30,Free,0.0
2799,2023-12-31T00:00:00.000000,Netherlands,Female,31,Free,0.0
2800,2023-12-02T00:00:00.000000,France,Male,29,Free,0.0
2801,2023-08-16T00:00:00.000000,Netherlands,Male,22,Free,0.0
2802,2023-09-28T00:00:00.000000,Netherlands,Female,40,Free,0.0
2803,2023-03-14T00:00:00.000000,Germany,Non-Binary,42,Free,0.0
2804,2023-03-17T00:00:00.000000,Germany,Female,27,Basic,2.99
2805,2023-07-12T00:00:00.000000,Austria,Male,35,Basic,2.99
2806,2023-01-28T00:00:00.000000,Germany,Male,29,Free,0.0
2807,2023-09-11T00:00:00.000000,Netherlands,Male,28,Basic,2.99
2808,2023-04-04T00:00:00.000000,Germany,Female,36,Premium,5.99
2809,2023-02-23T00:00:00.000000,Netherlands,Male,33,Free,0.0
2810,2023-03-03T00:00:00.000000,Spain,Male,41,Premium,5.99
2811,2023-07-23T00:00:00.000000,France,Male,32,Free,0.0
2812,2023-11-11T00:00:00.000000,Austria,Male,23,Basic,2.99
2813,2023-06-24T00:00:00.000000,Spain,Male,25,Basic,2.99
2814,2023-05-12T00:00:00.000000,Spain,Female,27,Free,0.0
2815,2023-03-11T00:00:00.000000,Austria,Male,29,Free,0.0
2816,2023-12-05T00:00:00.000000,Germany,Female,44,Free,0.0
2817,2023-04-03T00:00:00.000000,France,Male,30,Free,0.0
2818,2023-06-30T00:00:00.000000,Spain,Male,18,Premium,5.99
2819,2023-06-04T00:00:00.000000,Netherlands,Male,29,Free,0.0
2820,2023-10-25T00:00:00.000000,Spain,Female,44,Basic,2.99
2821,2023-04-08T00:00:00.000000,Austria,Male,53,Premium,5.99
2822,2023-12-08T00:00:00.000000,France,Female,25,Basic,2.99
2823,2023-06-12T00:00:00.000000,Austria,Female,24,Free,0.0
2824,2023-08-08T00:00:00.000000,Germany,Female,25,Free,0.0
2825,2023-09-28T00:00:00.000000,Netherlands,Male,30,Premium,5.99
2826,2023-08-14T00:00:00.000000,Germany,Male,34,Free,0.0
2827,2023-07-22T00:00:00.000000,France,Male,21,Free,0.0
2828,2023-03-13T00:00:00.000000,Spain,Male,25,Free,0.0
2829,2023-05-04T00:00:00.000000,Austria,Male,49,Basic,2.99
2830,2023-10-10T00:00:00.000000,Netherlands,Female,41,Free,0.0
2831,2023-12-26T00:00:00.000000,Netherlands,Female,41,Basic,2.99
2832,2023-09-09T00:00:00.000000,France,Male,30,Free,0.0
2833,2023-05-17T00:00:00.000000,Spain,Male,25,Free,0.0
2834,2023-04-10T00:00:00.000000,Spain,Male,50,Free,0.0
2835,2023-03-06T00:00:00.000000,Germany,Male,30,Free,0.0
2836,2023-10-19T00:00:00.000000,France,Male,24,Free,0.0
2837,2023-05-28T00:00:00.000000,Austria,Male,31,Free,0.0
2838,2023-03-29T00:00:00.000000,Austria,Female,27,Free,0.0
2839,2023-08-16T00:00:00.000000,Austria,Male,28,Basic,2.99
2840,2023-09-25T00:00:00.000000,Germany,Male,20,Premium,5.99
2841,2023-12-05T00:00:00.000000,Spain,Male,44,Free,0.0
2842,2023-07-08T00:00:00.000000,Netherlands,Female,34,Free,0.0
2843,2023-05-28T00:00:00.000000,Austria,Female,26,Free,0.0
2844,2023-10-16T00:00:00.000000,France,Female,35,Free,0.0
2845,2023-12-22T00:00:00.000000,Spain,Male,36,Basic,2.99
2846,2023-12-08T00:00:00.000000,Germany,Male,24,Free,0.0
2847,2023-12-09T00:00:00.000000,Austria,Female,33,Basic,2.99
2848,2023-10-18T00:00:00.000000,France,Male,26,Basic,2.99
2849,2023-02-26T00:00:00.000000,Netherlands,Female,31,Free,0.0
2850,2023-07-02T00:00:00.000000,Germany,Male,32,Premium,5.99
2851,2023-06-04T00:00:00.000000,Netherlands,Female,26,Free,0.0
2852,2023-02-01T00:00:00.000000,Netherlands,Female,36,Free,0.0
2853,2023-03-02T00:00:00.000000,Netherlands,Male,45,Free,0.0
2854,2023-02-20T00:00:00.000000,Germany,Female,45,Basic,2.99
2855,2023-01-02T00:00:00.000000,Spain,Male,26,Free,0.0
2856,2023-09-13T00:00:00.000000,Spain,Female,40,Free,0.0
2857,2023-12-05T00:00:00.000000,Spain,Male,20,Free,0.0
2858,2023-04-27T00:00:00.000000,Germany,Female,43,Basic,2.99
2859,2023-08-05T00:00:00.000000,France,Male,41,Premium,5.99
2860,2023-01-19T00:00:00.000000,Netherlands,Female,38,Basic,2.99
2861,2023-08-22T00:00:00.000000,Netherlands,Male,41,Free,0.0
2862,2023-03-07T00:00:00.000000,Austria,Female,23,Basic,2.99
2863,2023-01-07T00:00:00.000000,Netherlands,Male,28,Basic,2.99
2864,2023-01-04T00:00:00.000000,Austria,Male,53,Free,0.0
2865,2023-11-16T00:00:00.000000,Netherlands,Female,28,Free,0.0
2866,2023-06-02T00:00:00.000000,Netherlands,Female,26,Free,0.0
2867,2023-09-12T00:00:00.000000,Netherlands,Female,29,Basic,2.99
2868,2023-08-01T00:00:00.000000,France,Male,32,Free,0.0
2869,2023-07-09T00:00:00.000000,Austria,Male,23,Basic,2.99
2870,2023-11-02T00:00:00.000000,Austria,Male,21,Basic,2.99
2871,2023-01-02T00:00:00.000000,France,Male,27,Free,0.0
2872,2023-02-19T00:00:00.000000,Germany,Female,39,Basic,2.99
2873,2023-12-31T00:00:00.000000,Spain,Male,25,Free,0.0
